College Name,City,State,Country
Ganga Memorial College of Polytechnic,Nalanda,Bihar,India
Shri Ram Polytechnic,Madhubani,Bihar,India
Government Polytechnic College,Ambikapur,Chhattisgarh,India
Agnel Polytechnic,Goa,Goa,India
Government Polytechnic,Valsad,Gujarat,India
Government Polytechnic,Himmatnagar,Gujarat,India
Government Polytechnic,Porbandar,Gujarat,India
Government Polytechnic,Junagadh,Gujarat,India
Bhailalbhai and Bhikhabhai Institute of Technology,Anand,Gujarat,India
Sri Ramakrishna Polytechnic College,Coimbatore,Tamil Nadu,India
Nandha Polytechnic College,Perundurai,Tamil Nadu,India
SKDAV Government Polytechnic,Rourkela,Odisha,India
Utkal Gourav Madhusudan Institute of Technology,Rayagada,Odisha,India
Government Polytechnic,Angul,Odisha,India
Chandigarh Polytechnic College,Gharuan,Punjab,India
Adesh Polytechnic College,Marh Mallu,Punjab,India
DRR Polytechnic,Davanagere,Karnataka,India
Kala Vidya Mandir Institute of Technology,Mumbai,Maharashtra,India
Shri Sureshchandra Dhariwal Polytechnic,Mumbai,Maharashtra,India
Government Polytechnic,Nanded,Maharashtra,India
Government Polytechnic,Jhansi,Uttar Pradesh,India
Government Polytechnic,Chamari,Uttar Pradesh,India
IMS Polytechnic,Gajraula,Uttar Pradesh,India
Jhunjhunwala PG College Faculty of Engineering and Technology,Faizabad,Uttar Pradesh,India
Umrao Technological Institute Polytechnic,Mathurapur,Uttar Pradesh,India
Ambition Institute of Technology,Varanasi,Uttar Pradesh,India
Prasad Polytechnic,Lucknow,Uttar Pradesh,India
Government Polytechnic College for Women,Madurai,Tamil Nadu,India
Konghu Velalar Polytechnic College,Pattakkaranpalayam,Tamil Nadu,India
Kashi Nath Institute of Technology,Ghazipur,Uttar Pradesh,India
Shri Siddheshwar Women's Polytechnic,Solapur,Maharashtra,India
Government Polytechnic,Brahmapuri,Maharashtra,India
Government Polytechnic College,Piparda,Rajasthan,India
Birla Technical Training Institute,Pilani,Rajasthan,India
Government Girls Polytechnic,Sudhowala,Uttarakhand,India
Technique Polytechnic Institute,Hooghly,West Bengal,India
Dr BC Roy Polytechnic,Durgapur,West Bengal,India
Durgapur Polytechnic College,Durgapur,West Bengal,India
Government Polytechnic College,Silli,Jharkhand,India
Aayojan School of Architecture and Design,Pune,Maharashtra,India
College of Architecture,Mianpur,Punjab,India
Nitte Institute of Architecture,Konaje,Karnataka,India
Vidya Pratishthans School of Architecture,Baramati,Maharashtra,India
Sevdie Institute of Management and Technology,Lucknow,Uttar Pradesh,India
Dr Bhupen Hazarika Regional Government Film and Television Institute,Guwahati,Assam,India
Advanced Plastics Processing Technology Centre,Balasore,Odisha,India
Bhagwan Mahavir Polytechnic,Surat,Gujarat,India
Bhagwan Mahavir College of Architecture,Surat,Gujarat,India
Dr Jivraj N Mehta Government Polytechnic,Amreli,Gujarat,India
Ch Bansilal Government Polytechnic,Bhiwani,Haryana,India
IK Gujral Punjab Technical University Campus,Amritsar,Punjab,India
Government Polytechnic College,Cherthala,Kerala,India
GH Raisoni Institute of Engineering and Technology,Nagpur,Maharashtra,India
MAEER's MIT Polytechnic,Pune,Maharashtra,India
Government Polytechnic,Parmanandapur,Odisha,India
ITM Polytechnic,Gorakhpur,Uttar Pradesh,India
Bhonwal School of Engineering Polytechnic,Bijnor,Uttar Pradesh,India
Bankura Government Polytechnic,Kalpathar,West Bengal,India
IMPS Polytechnic College,Jalpaiguri,West Bengal,India
Punjab Institute of Technology,Rajpura,Punjab,India
Buddha Polytechnic Institute,Gaya,Bihar,India
Falakata Polytechnic,Falakata,West Bengal,India
Government Polytechnic College,Kottur,Tamil Nadu,India
Shikshan Maharshi Dadasaheb Rawal Government Polytechnic,Dhule,Maharashtra,India
Government Polytechnic for Women,Srikakulam,Andhra Pradesh,India
Hilli Government Polytechnic,Jot Tior,West Bengal,India
Oriental Institute of Science and Technology,Indore,Madhya Pradesh,India
Devang Patel Institute of Advance Technology and Research,Changa,Gujarat,India
Bonam Venkata Chalamayya Engineering College,Rajahmundry,Andhra Pradesh,India
Sister Nivedita University,New Town,West Bengal,India
ICL Institute of Architecture and Town Planning,Ambala,Haryana,India
ITM- School of Architecture Art and Design,Paldi,Gujarat,India
VM Institute of Engineering and Technology,Dongargaon,Maharashtra,India
Sandipani Technical Campus Faculty of Engineering and Polytechnic,Kolpa,Maharashtra,India
NDMVP Samajs College of Architecture,Nashik,Maharashtra,India
Late Shri Bapuraoji Deshmukh College of Architechure,Sevagram,Maharashtra,India
Bhagwant Institute of Technology,Barshi,Maharashtra,India
Vaigai College of Engineering,Therkku Theru,Tamil Nadu,India
SKR Engineering College,Varadharajapuram,Tamil Nadu,India
Mount Zion College of Engineering and Technology,Ennapatti,Tamil Nadu,India
CARE School of Engineering,Tiruchirappalli,Tamil Nadu,India
Lumbini Group of Institutions,Bhuvanagiri,Telangana,India
Swarnadhara College of Engineering and Technology,Ramannapalem,Andhra Pradesh,India
Sagar Institute of Technology,Ibrahimpalle,Telangana,India
Bharathiar College of Engineering and Technology,Karaikal,Puducherry,India
BM College of Technology,Gokanya,Madhya Pradesh,India
Jai Bharath College of Management and Engineering Technology,Vengola,Kerala,India
Koustuv Institute of Self Domain,Bhubaneswar,Odisha,India
Guru Nanak Institute of Technology,Hariana,Punjab,India
Bharat Institute of Engineering and Technology,Khaira Khurd,Punjab,India
RN Modi Engineering College,Kherajagpura,Rajasthan,India
Maharana Pratap Institute of Technology and Management,Mohindergarh,Haryana,India
Pt LR College of Technology Technical Campus,Faridabad,Haryana,India
Rao Pahlad Singh Group of Institutions,Mahendragarh,Haryana,India
GIDC Degree Engineering College,Navsari,Gujarat,India
Krishna Engineering College,Bhilai,Chhattisgarh,India
Dr APJ Abdul Kalam Women's Institute of Technology,Darbhanga,Bihar,India
Bhabha College of Engineering,Mitrasenpur Kahinjari,Uttar Pradesh,India
Dr Virendra Swarup Memorial Trust Group of Institutions,Unnao,Uttar Pradesh,India
Nandini Nagar Technical Campus,Gonda,Uttar Pradesh,India
Himalayan Institute of Technology and Management,Lucknow,Uttar Pradesh,India
DNS College of Engineering and Technology,Didauli,Uttar Pradesh,India
College of Engineering and Management,Dogranwala,Punjab,India
Bhai Maha Singh College of Engineering,Udekaran,Punjab,India
Patel College of Science and Technology,Indore,Madhya Pradesh,India
KCT College of Engineering and Technology,Fatehgarh,Punjab,India
Shri Rawatpura Sarkar Institute of Technology and Science,Dagurai,Madhya Pradesh,India
Younus College of Engineering,Kollam,Kerala,India
Yamuna Institute of Engineering and Technology,Yamuna Nagar,Haryana,India
Yaduvanshi College of Engineering and Technology,Narnaul,Haryana,India
World Institute of Technology,Karnki,Haryana,India
VITS Engineering College,Khajuria,Odisha,India
Vindhya Institute of Technology and Science,Chakbandi,Madhya Pradesh,India
Vikrant Institute of Technology and Management,Ratwai,Madhya Pradesh,India
Vetri Vinayaha College of Engineering and Technology,Tholurpatti,Tamil Nadu,India
Vedant College of Engineering and Technology,Bundi,Rajasthan,India
Tudi Ram Reddy Institute of Technology and Science,Gudur,Telangana,India
Trident Group of Institutions,Ghaziabad,Uttar Pradesh,India
Thirumalai Engineering College,Kanchipuram,Tamil Nadu,India
Rajas Engineering College,Vadakankulam,Tamil Nadu,India
Thakur Shivkumarsingh Memorial Engineering College,Nimbola,Madhya Pradesh,India
TempleCity Institute of Technology and Engineering,Khurdha,Odisha,India
Tatva Institute of Technological Studies,Modasa,Gujarat,India
TSM Jain College of Technology,Kilpoondi,Tamil Nadu,India
TR Abhilashi Memorial Institute of Engineering and Technology,Sadar,Himachal Pradesh,India
Sunrise Institute of Engineering Technology and Management,Unnao,Uttar Pradesh,India
Sunrise Group of Institutions,Udaipur,Rajasthan,India
Amrita College of Engineering and Technology,Nagercoil,Tamil Nadu,India
Suddhananda Engineering and Research Centre,Ara,Odisha,India
St Mother Theresa Engineering College,Putupatti,Tamil Nadu,India
St Michael College of Engineering and Technology,Kalayarkoil,Tamil Nadu,India
St Mark Educational Institution Society Group of Institution,Anantapur,Andhra Pradesh,India
St Anne's College of Engineering and Technology,Chennai,Tamil Nadu,India
Srinivasa Institute of Engineering and Technology,Chennai,Tamil Nadu,India
Sri Vaishnavi College of Engineering,Srikakulam,Andhra Pradesh,India
Sri Satya Narayana College of Engineering and Technology,Ongole,Andhra Pradesh,India
Sri Raaja Raajan College of Engineering and Technology,Karaikudi,Tamil Nadu,India
Sri Prakash College of Technology,Rajupeta,Andhra Pradesh,India
Sri Ganesh College of Engineering and Technology,Keel Parikalpattu,Puducherry,India
Sri Balaji Chockalingam Engineering College,Arani,Tamil Nadu,India
SRG Engineering College,Aniyapuram,Tamil Nadu,India
Sree Sowdambika College of Engineering,Virudhunagar,Tamil Nadu,India
Somany PG Institute of Technology and Management,Rewari,Haryana,India
SKR College of Engineering and Technology,Kudithipalle,Andhra Pradesh,India
Sivaji College of Engineering and Technology,Edaicode,Tamil Nadu,India
Sindhura College of Engineering and Technology,Ramagundam,Telangana,India
Shriram Institute of Technology,Meerut,Uttar Pradesh,India
Shrinathji Institute for Technical Education,Meerut,Uttar Pradesh,India
Shri Ummed Singh Bhati College of Engineering and Management,Mount Abu,Rajasthan,India
Jaywant College of Engineering and Management,Sangli,Maharashtra,India
Shri JM Sabva Institute of Engineering and Technology,Samadhiyala No.1,Gujarat,India
Shri Balwant Institute of Technology,Mirakpur,Haryana,India
Shree Institute of Science and Technology,Bhopal,Madhya Pradesh,India
Shree Ganesh Group of Institutions,Rakhra,Punjab,India
Shivani College of Engineering and Technology,Navalurkottapattu,Tamil Nadu,India
Shibani Institute of Technical Education,Chatabar,Odisha,India
Shekhawati Engineering College,Jhunjhunu,Rajasthan,India
Shahjehan College of Engineering and Technology,Chevella,Telangana,India
Shaheed Udham Singh College of Engineering and Technology,Tangori,Punjab,India
Sembodai Rukmani Varatharajan Engineering College,Sembodai,Tamil Nadu,India
Shanti Niketan College of Engineering,Mirkan,Haryana,India
SCAD Institute of Technology,Chithambalam,Tamil Nadu,India
Satyam Institute of Engineering and Technology,Amritsar,Punjab,India
Sasurie College of Engineering,Vijayamangalam,Tamil Nadu,India
Saraswati Institute of Technology and Management,Lucknow,Uttar Pradesh,India
Samanta Chandra Sekhar Institute of Technology Management,Koraput,Odisha,India
Sadguru Swami Nithyananda Institute of Technology,Kanhangad,Kerala,India
SRI College of Engineering and Technology,Birudur,Tamil Nadu,India
SJ College Engineering and Technology,Jirota Kalan,Rajasthan,India
RVS College of Engineering and Technology,Kalikuppam,Puducherry,India
Rukmani Devi Institute of Science and Technology,Bhopal,Madhya Pradesh,India
Roland Institute of Technology,Berhampur,Odisha,India
Roever Engineering College,Elambalur,Tamil Nadu,India
Roever College of Engineering and Technology,Elambalur,Tamil Nadu,India
Rishi Chadha Vishvas Girls Institute of Technology,Ghaziabad,Uttar Pradesh,India
Rewa Institute of Technology,Rewa,Madhya Pradesh,India
Rayagada Institute of Technology and Management,Paikasunkaramenta,Odisha,India
Ravi Shankar Institute of Technology and Management,Naya Raipur,Chhattisgarh,India
Raj Engineering College,Bawarla,Rajasthan,India
Radhaswami Institute of Technology,Atha Kheda,Madhya Pradesh,India
Priyatam Institute of Technology and Management,Bheslay,Madhya Pradesh,India
Priyadarshini Institute of Technology and Science for Women,Duggirala,Andhra Pradesh,India
Priyadarshini Engineering College,Kalendira,Tamil Nadu,India
Prayag Institute of Technology and Management,Allahabad,Uttar Pradesh,India
Pratap Institute of Technology and Science,Sheeshyoo,Rajasthan,India
PGP College of Engineering and Technology,Sundakkampalayam,Tamil Nadu,India
Patel Institute of Engineering and Science,Fatehpur Dobra,Madhya Pradesh,India
PT Lee Chengalvaraya Naicker College of Engineering and Technology,Uveri,Tamil Nadu,India
PR Engineering College,Thanjavur,Tamil Nadu,India
Oriental Engineering College,Kugawan,Madhya Pradesh,India
OASYS Institute of Technology,Pulivalam,Tamil Nadu,India
Nathdwara Institute of Engineering and Technology,Nathdwara,Rajasthan,India
Nandha College of Technology,Vailkaalmedu,Tamil Nadu,India
Nagarjuna Institute of Technology and Sciences,Srinivas Nagar,Telangana,India
Nadar Saraswathi College of Engineering and Technology,Vadaveeranaickenpatty,Tamil Nadu,India
Muthayammal College of Engineering,Rasipuram,Tamil Nadu,India
Modern Engineering and Management Studies,Kuruda,Odisha,India
Meerut International Institute of Technology,Meerut,Uttar Pradesh,India
Medha College of Engineering,Secunderabad,Telangana,India
Medak College of Engineering and Technology,Hyderabad,Telangana,India
Marwar Engineering College and Research Centre,Jodhpur,Rajasthan,India
Marathwada Institute of Technology,Bulandshahr,Uttar Pradesh,India
Mahavir Institute of Engineering and Technology,Bhubaneswar,Odisha,India
Mahath Amma Institute of Engineering and Technology,Pudukkottai,Tamil Nadu,India
Maharani Girls Engineering College,Jaipur,Rajasthan,India
Madhu Vachaspati Institute of Engineering and Technology,Akbarpur Sallahpur,Uttar Pradesh,India
Ludhiana Group of Colleges,Ludhiana,Punjab,India
Leelavati Awhad Institute of Technology and Management Studies and Research,Badlapur,Maharashtra,India
Kurinji College of Engineering and Technology,Chettiapatti,Tamil Nadu,India
KTVR Knowledge Park for Engineering and Technology,Bilichi,Tamil Nadu,India
Kruttika Institute of Technical Education,Ghangapatna,Odisha,India
Krishnasamy College of Engineering and Technology,Cuddalore,Tamil Nadu,India
Kothiwal Institute of Technology and Professional Studies,Moradabad,Uttar Pradesh,India
KIT and KIM Technical Campus,Karaikudi,Tamil Nadu,India
Kalpi Institute of Technology,Kalpi,Haryana,India
JNN Institute of Engineering,Kannigaipair,Tamil Nadu,India
JKK Munirajah College of Technology,Punjaithuraiyampalayam,Tamil Nadu,India
Jayaraj Annapackiam CSI College of Engineering,Nazareth,Tamil Nadu,India
Jayam College of Engineering and Technology,Dharmapuri,Tamil Nadu,India
Jai Shriram Engineering College,Tirupur,Tamil Nadu,India
Jawaharlal Nehru College of Technology,Rewa,Madhya Pradesh,India
Jauhar Institute of Engineering and Technology,Aliganj Benazeer,Uttar Pradesh,India
Jagannath Institute of Engineering and Technology,Jagatpur,Odisha,India
JP College of Engineering,Agarakattu,Tamil Nadu,India
Institute of Technology and Management,Aligarh,Uttar Pradesh,India
Institute of People's Science and Technology,Satna,Madhya Pradesh,India
Institute of Engineering and Technology,Ropar,Punjab,India
Infant Jesus College of Engineering and Technology,Vallanadu,Tamil Nadu,India
Indira Institute of Technology and Sciences,Idupur,Andhra Pradesh,India
Indira Gandhi College of Engineering and Technology for Women,Athur,Tamil Nadu,India
Indic Institute of Design and Research,Tarakai,Odisha,India
